Staff_ID,Name,Role,Department_ID,Hire_Date,Salary,Location_ID
S0418,Carol Webb,Pharmacist,D007,2022-02-26,174352,L004
S0419,Kyle Camacho,Pharmacist,D006,2019-02-06,128674,L005
S0420,Stacy Anthony,Nurse,D002,2020-10-03,121590,L004
S0421,Daniel Huff,Nurse,D004,2021-04-27,196975,L005
S0422,Pamela Anderson,Pharmacist,D008,2018-06-23,125432,L001
S0423,Joshua Maxwell,Nurse,D002,2022-08-17,109184,L001
S0424,Dr. Felicia Sanchez,Nurse,D007,2023-11-23,34721,L002
S0425,Lisa Logan,Pharmacist,D007,2020-05-28,91504,L002
S0426,Mary Tate,Admin,D003,2015-06-13,56652,L001
S0427,Christopher Williams,Admin,D001,2022-02-02,37052,L003
S0428,Wayne Olson,Pharmacist,D001,2022-04-03,125135,L001
S0429,Amy Anderson,Admin,D008,2019-10-29,125767,L002
S0430,Jennifer Anderson,Technician,D007,2015-10-12,81751,L004
S0431,David Carroll,Pharmacist,D007,2016-10-05,52504,L005
S0432,Tanya Lopez,Doctor,D007,2018-02-03,153932,L001
S0433,Barbara Clark,Admin,D002,2015-10-27,199716,L003
S0434,Joseph Garcia,Doctor,D008,2018-07-12,63004,L005
S0435,Micheal Lambert,Nurse,D003,2017-07-20,171703,L002
S0436,Todd Thomas,Pharmacist,D001,2019-12-18,93023,L005
S0437,Brandon Steele,Nurse,D003,2017-10-03,103987,L001
S0438,Matthew Romero,Technician,D004,2016-08-17,174328,L003
S0439,Tammy Oconnor,Admin,D007,2021-09-24,159146,L002
S0440,Jerome Hicks,Pharmacist,D005,2024-12-25,110386,L001
S0441,Jamie Hunt,Nurse,D003,2022-04-01,196986,L002
S0442,Kyle Evans,Nurse,D006,2018-03-16,163809,L005
S0443,Jake Schaefer,Admin,D008,2023-05-27,107249,L001
S0444,Mr. Jeremy Wells DDS,Nurse,D007,2015-05-08,145035,L003
S0445,Luis Hensley,Nurse,D005,2022-09-24,117552,L003
S0446,Jeff Bryant,Doctor,D001,2022-05-23,128919,L005
S0447,Megan Hawkins,Admin,D005,2019-06-11,92722,L005
S0448,Brian Glass,Nurse,D004,2019-04-17,39104,L001
S0449,Renee Moore,Doctor,D001,2019-07-08,185265,L001
S0450,Vanessa Spencer,Pharmacist,D005,2023-05-20,170915,L002
S0451,Shannon Andrews,Admin,D005,2022-10-21,110244,L003
S0452,Meghan Bell,Pharmacist,D005,2024-06-07,96547,L002
S0453,Kayla Lowe,Pharmacist,D005,2022-05-17,32057,L005
S0454,Kyle Reed,Pharmacist,D003,2018-05-19,89521,L003
S0455,Connor Jackson,Technician,D008,2018-04-07,47893,L002
S0456,Shannon Vasquez,Admin,D005,2016-09-08,96092,L005
S0457,Melissa Blankenship DVM,Pharmacist,D006,2022-11-12,65962,L004
S0458,James Gibbs,Doctor,D003,2025-01-04,90548,L003
S0459,William Pham MD,Nurse,D008,2021-01-07,72927,L005
S0460,Jorge Gomez,Admin,D001,2018-06-21,91835,L001
S0461,Christopher Williams,Pharmacist,D008,2023-02-01,38933,L003
S0462,Karen Parker,Doctor,D002,2016-01-08,101590,L002
S0463,Catherine Smith DDS,Pharmacist,D004,2022-08-04,66018,L005
S0464,Elizabeth White,Pharmacist,D006,2024-11-22,81409,L001
S0465,David Taylor,Pharmacist,D002,2016-05-25,65014,L001
S0466,Kara Stone,Technician,D004,2015-04-27,131832,L004
S0467,Christopher Russell,Pharmacist,D007,2021-03-30,170274,L003
S0468,Manuel Moore,Admin,D004,2018-07-15,45893,L002
S0469,Randy Garrett,Doctor,D002,2016-08-04,133549,L001
S0470,Ashley Peck,Pharmacist,D002,2018-02-24,195971,L002
S0471,Betty Sherman,Doctor,D002,2019-12-03,136814,L004
S0472,Amanda Martin,Nurse,D002,2016-06-12,179337,L004
S0473,Jesus Smith,Pharmacist,D006,2016-05-26,54536,L003
S0474,Thomas Horn,Admin,D001,2018-01-25,169156,L001
S0475,Robert Ingram DDS,Admin,D006,2016-10-21,43050,L001
S0476,Lawrence Johnson MD,Doctor,D002,2015-10-23,99304,L005
S0477,Allison Chavez,Doctor,D007,2018-11-13,184147,L001
S0478,Jessica Keller,Nurse,D005,2025-03-17,35493,L003
S0479,Jennifer Brown,Doctor,D006,2024-02-13,177980,L002
S0480,Ashley Gilmore,Nurse,D001,2025-02-13,77855,L004
S0481,Aaron Lawrence,Nurse,D006,2016-08-30,156286,L001
S0482,Jeffrey Daniel,Technician,D004,2024-12-22,91840,L003
S0483,Dawn Douglas,Nurse,D006,2016-11-13,117299,L005
S0484,Ian Simpson,Nurse,D004,2017-03-29,66611,L002
S0485,Janet Williams,Doctor,D005,2024-06-05,45151,L001
S0486,Robert Johnson,Technician,D008,2020-09-24,82945,L005
S0487,William Robertson,Doctor,D007,2020-10-09,168016,L001
S0488,Jonathan Duran,Technician,D007,2024-09-10,172458,L003
S0489,Jasmine Wiley,Admin,D002,2022-09-09,116226,L001
S0490,Stephen Contreras,Nurse,D004,2019-12-12,176205,L004
S0491,Jeanette Burke,Technician,D006,2019-01-23,158150,L002
S0492,Bryan Jones,Technician,D008,2022-09-16,85305,L005
S0493,John Miller,Technician,D002,2016-10-01,174468,L002
S0494,Christopher Anderson,Admin,D001,2022-03-08,35140,L003
S0495,Alejandro Cooper,Admin,D007,2016-01-05,86428,L004
S0496,Gregory Beck,Technician,D007,2022-09-15,56998,L002
S0497,Angela Sanchez,Nurse,D008,2015-06-27,120496,L004
S0498,Matthew Wyatt,Technician,D002,2019-03-18,103426,L002
S0499,Sandra Clark,Technician,D006,2016-11-28,121637,L003
S0500,Nicole Gonzales,Technician,D002,2019-09-28,185494,L003
