Staff_ID,Name,Role,Department_ID,Hire_Date,Salary,Location_ID
S0417,Patrick Thomas,Pharmacist,D003,2016-07-12,92035,L004
S0418,Anthony Wall,Technician,D007,2019-06-24,137421,L002
S0419,Amber Morgan,Admin,D002,2023-09-02,183988,L002
S0420,Jennifer Walsh,Admin,D003,2020-01-01,69146,L005
S0421,Misty Anderson,Nurse,D008,2023-09-25,35490,L003
S0422,Jessica Carter,Doctor,D001,2018-05-31,156129,L004
S0423,Tamara West,Admin,D003,2020-12-14,160967,L002
S0424,James Harris,Nurse,D002,2017-08-15,155093,L001
S0425,Jennifer Pearson,Doctor,D003,2020-07-22,180695,L005
S0426,Abigail Clay,Technician,D005,2025-02-01,149503,L001
S0427,Nicholas Booker,Technician,D006,2016-05-25,64210,L003
S0428,Mark Shaffer,Nurse,D006,2017-04-17,167726,L002
S0429,Laura Burns,Pharmacist,D005,2017-10-22,103609,L001
S0430,Karen Logan,Pharmacist,D004,2018-01-16,114817,L002
S0431,Suzanne Jackson,Nurse,D006,2016-03-06,107279,L004
S0432,Cynthia Walker,Pharmacist,D005,2021-04-16,106296,L005
S0433,Donna Harrison,Nurse,D005,2019-03-05,157913,L003
S0434,Hunter Peterson,Doctor,D002,2016-11-29,168053,L004
S0435,Megan Steele,Admin,D001,2023-12-22,80052,L002
S0436,Johnny Anderson,Technician,D006,2020-09-21,174441,L001
S0437,Kathleen Serrano,Admin,D008,2019-05-04,167993,L002
S0438,Kenneth Carrillo,Nurse,D002,2024-08-25,91166,L001
S0439,Lindsay Jones,Pharmacist,D001,2019-07-16,181616,L004
S0440,Becky Andrade,Pharmacist,D007,2024-01-12,128362,L001
S0441,John Mathews,Pharmacist,D004,2019-05-17,137841,L005
S0442,Kimberly Parker,Pharmacist,D007,2019-12-23,68070,L004
S0443,Jodi Sutton,Doctor,D001,2021-10-09,193417,L002
S0444,Juan Allen,Technician,D002,2024-02-29,179712,L005
S0445,Earl Jones,Admin,D006,2024-07-03,59022,L003
S0446,Jacqueline Alvarado,Doctor,D002,2024-11-09,164891,L003
S0447,Sherri Roman PhD,Technician,D002,2021-06-07,31361,L003
S0448,Brenda Stevens,Admin,D005,2017-10-07,101233,L004
S0449,Michelle Davis,Admin,D003,2021-01-03,128181,L004
S0450,Charles Johnson,Technician,D006,2016-10-04,198367,L004
S0451,Nicholas Garcia,Admin,D004,2023-11-16,99377,L002
S0452,Gregory Vaughn,Admin,D001,2018-03-17,51135,L002
S0453,Jennifer Schmidt,Technician,D007,2016-01-27,99242,L003
S0454,Robert Foster,Doctor,D005,2019-02-09,58860,L005
S0455,Curtis Marquez,Admin,D003,2018-03-04,138995,L001
S0456,Beth Gross,Pharmacist,D004,2016-11-10,193769,L001
S0457,Joyce Montes,Admin,D003,2016-04-05,111965,L005
S0458,Michael Smith,Pharmacist,D002,2019-04-30,99333,L001
S0459,Amber Rivera,Admin,D007,2021-06-16,192618,L001
S0460,Elizabeth Johnson,Nurse,D005,2019-05-13,189120,L002
S0461,Eduardo Gonzalez,Technician,D004,2016-09-06,198106,L003
S0462,Stephen Mcgee,Pharmacist,D008,2023-10-13,93345,L005
S0463,Stefanie Barnett,Nurse,D006,2019-09-10,71943,L005
S0464,Billy Adkins,Technician,D006,2024-02-23,115642,L004
S0465,Ryan Watson,Technician,D002,2020-11-25,155289,L003
S0466,David Anderson,Nurse,D008,2021-05-19,124866,L004
S0467,Debra Maddox,Doctor,D005,2016-09-20,116005,L004
S0468,Elizabeth Russell,Pharmacist,D007,2021-03-05,91940,L004
S0469,Katrina Ramirez,Doctor,D002,2022-06-17,47375,L005
S0470,Paige Foster,Doctor,D008,2019-11-29,141822,L004
S0471,Laurie Griffith,Doctor,D003,2022-03-04,143959,L005
S0472,Julia Smith,Nurse,D007,2023-12-18,61126,L004
S0473,Eric Woods,Admin,D007,2024-07-29,114808,L003
S0474,George Williams,Admin,D006,2017-10-13,146771,L002
S0475,Courtney Evans,Technician,D004,2019-07-01,59704,L004
S0476,Brandon Clark Jr.,Nurse,D005,2023-05-22,53670,L001
S0477,Alan Johnson,Nurse,D007,2023-08-05,107007,L005
S0478,Steven Allen,Nurse,D005,2022-10-15,91738,L003
S0479,Kathryn Chan,Technician,D003,2020-12-25,92045,L004
S0480,Andrew Johnson,Pharmacist,D004,2015-08-08,146665,L005
S0481,Jacob Walton,Doctor,D005,2019-06-16,84262,L003
S0482,Jennifer Jones,Nurse,D008,2016-10-24,63796,L002
S0483,Christopher Barron,Pharmacist,D004,2024-05-01,83177,L002
S0484,Emily Fowler,Admin,D004,2015-07-06,105443,L002
S0485,Erica Collins,Nurse,D002,2016-01-30,33291,L005
S0486,Marco Miller,Technician,D001,2023-06-20,134046,L004
S0487,Dwayne Rodriguez,Nurse,D002,2019-09-01,59398,L003
S0488,Kimberly Diaz,Nurse,D004,2022-06-17,87674,L001
S0489,Brian Hall,Pharmacist,D003,2021-03-17,116556,L001
S0490,Mark Malone,Nurse,D002,2017-03-15,109784,L005
S0491,Amy Brewer,Admin,D001,2015-06-08,169397,L003
S0492,Taylor Williams,Doctor,D005,2020-03-06,61909,L005
S0493,Jennifer Peterson,Admin,D008,2015-11-01,139420,L003
S0494,Daniel Ramirez,Pharmacist,D006,2024-04-25,117440,L001
S0495,Timothy Graham,Nurse,D003,2024-08-15,170430,L005
S0496,Dustin Simmons,Doctor,D003,2016-06-23,89272,L004
S0497,Melissa Francis,Doctor,D003,2015-08-30,163450,L003
S0498,Ronald King,Doctor,D006,2021-07-19,176168,L004
S0499,Michael Cohen,Doctor,D002,2017-01-01,99812,L005
S0500,Darrell Carter,Doctor,D002,2019-12-27,46273,L004
